Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
HIMS;1297254;USD;2020;FY;2020-12-31;2021-03-22;2023-02-27;153340107;153340107;-18114000;1057000;10392000;4186000;;;;;-2479000;-1737000;-35468000;;-39701000;;50414000;123000;47742000;5553000
HIMS;1297254;USD;2021;FY;2021-12-31;2022-02-24;2024-02-26;200038761;200038761;-107659000;4075000;65717000;3455000;;;;;-34412000;-832000;-104793000;-46468000;-178295000;;;198939000;257070000;44290000
HIMS;1297254;USD;2022;FY;2022-12-31;2023-02-27;2024-02-26;204516120;204516120;-65678000;7474000;45868000;-14195000;;;;;-26531000;-2714000;42405000;;34699000;;;3424000;-33127000;-25012000
HIMS;1297254;USD;2023;FY;2023-12-31;2024-02-26;2024-02-26;213452092;229364585;-23546000;9515000;66693000;20821000;;;;;73483000;-17220000;14386000;;-12106000;;;2621000;-11475000;49891000
HIMX;3307752;USD;2019;FY;2019-12-31;2020-03-25;2022-03-23;172550000;172550000;-16184000;24399000;-1986000;-19303723;;;;;7656000;-45824000;356000;-1228372;-47767000;;35341280;;35261000;-5382000
HIMX;3307752;USD;2020;FY;2020-12-31;2021-03-31;2023-04-06;172854000;173383000;45160000;23596000;12896000;12513481;;;;;102610000;-5537000;-4737000;423000;-22365000;-4000;-61345997;4591000;3261000;83883000
HIMX;3307752;USD;2021;FY;2021-12-31;2022-03-23;2024-04-02;174614000;174867000;433935000;21342000;111941000;-168158976;;;;;388276000;-7562000;-11476000;-596738;-232680000;-47424000;36704195;1182000;-4487000;151086000
HIMX;3307752;USD;2022;FY;2022-12-31;2023-04-06;2024-04-02;174614000;174867000;235467000;21342000;28084000;-154435544;;;;;82908000;-11797000;19065000;11174000;14998000;-217873000;211900000;487000;-211068000;-114443000
HIMX;3307752;USD;2023;FY;2023-12-31;2024-04-02;2024-04-02;174614000;174867000;49421000;20322000;-3900000;116085668;;;;;152841000;-23267000;-11821000;432702;-89097310;-83948854;72809760;916000;-93667530;-29832000
HIW;949691;USD;2019;FY;2019-12-31;2020-02-04;2022-02-08;103692000;106445000;141683000;254504000;-23126000;-7264000;;;;;365797000;-175365000;;-434199000;-607407000;-196935000;460114000;2086000;246209000;4599000
HIW;949691;USD;2020;FY;2020-12-31;2021-02-09;2023-02-07;103876000;106714000;357914000;241585000;-198884000;-42455000;;;;;358160000;121185000;;;110682000;-201819000;-74588000;3571000;-294340000;174502000
HL;896570;USD;2019;FY;2019-12-31;2020-02-10;2022-02-23;490449000;490449000;-94909000;196408000;9294000;10073000;;;;;120866000;-121238000;1371000;;-119867000;-5466000;-7157000;46788000;33189000;35063000
HL;896570;USD;2020;FY;2020-12-31;2021-02-18;2023-02-17;527329000;527329000;-9457000;155006000;12851000;22393000;;;;;180793000;-90685000;-2216000;;-92901000;-9152000;-6126000;-2745000;-19379000;67406000
HL;896570;USD;2021;FY;2021-12-31;2022-02-23;2024-02-15;536966000;536966000;35095000;172651000;-12829000;25420000;;;;;220337000;-107971000;1811000;;-107029000;-20672000;-7285000;-4525000;-32598000;80180000
HL;896570;USD;2022;FY;2022-12-31;2023-02-17;2025-02-13;557344000;557344000;-37348000;145147000;11392000;-29301000;;;;;89890000;-148630000;-22596000;8953000;-187273000;-12932000;-8169000;13601000;-7500000;-105156000
HL;896570;USD;2023;FY;2023-12-31;2024-02-15;2025-02-13;605668000;605668000;-84217000;163672000;34939000;-38895000;;;;;75499000;-222558000;-8962000;228000;-231292000;-15713000;117395000;54648000;156330000;1632000
HLBZ;11035029;USD;2019;FY;2019-12-31;2020-03-24;2021-05-21;963;963;-627154;;519216;51154;;;;;-56784;100;;;-57499900;;2100000;56375000;58027968;471284
HLBZ;11035029;USD;2020;FY;2020-12-31;2021-03-16;2022-04-15;79;79;-24573000;2355000;10274000;536000;;;;;-11408000;-4430000;;;-3048000;;4731000;7897000;13613000;-816000
HLBZ;11035029;USD;2021;FY;2021-12-31;2022-04-15;2023-03-28;67;67;-71971000;6640000;21255000;1085000;;;;;-42991000;-9713000;;-1984000;-11697000;;46103000;8554000;75947000;20462000
HLBZ;11035029;USD;2022;FY;2022-12-31;2023-03-28;2024-04-16;176;176;-82074000;6158000;21967000;10853000;;;;;-43096000;-3373000;;-3167000;-6540000;;27031000;3169000;29595000;-20516000
HLF;335043;USD;2019;FY;2019-12-31;2020-02-18;2022-02-23;137400000;141600000;311000000;97700000;111000000;-62200000;;;;;457500000;-106100000;;;-108000000;;-699500000;-16700000;-713000000;-367500000
HLF;335043;USD;2020;FY;2020-12-31;2021-02-17;2023-02-14;131500000;134500000;372600000;100300000;115500000;40200000;;;;;628600000;-112000000;;;-123200000;;607000000;-923500000;-320900000;206500000
HLF;335043;USD;2021;FY;2021-12-31;2022-02-23;2024-02-14;105500000;107800000;447200000;107600000;123800000;-212900000;;;;;465700000;-151400000;;;-161800000;;286900000;-1011300000;-728600000;-443600000
HLF;335043;USD;2022;FY;2022-12-31;2023-02-14;2025-02-19;98500000;99500000;321300000;115400000;38900000;-154200000;;;;;321400000;-156400000;;;-125100000;;-115000000;-146700000;-264700000;-94100000
HLF;335043;USD;2023;FY;2023-12-31;2024-02-14;2025-02-19;99000000;100200000;142200000;113300000;54300000;41000000;;;;;350800000;-135000000;;;-128100000;;-138700000;-11000000;-148300000;79200000
HLGN;15539331;USD;2022;FY;2022-12-31;2023-03-29;2024-03-26;5433912;5433912;-142000000;2587000;62788000;6788000;;;;;-69837000;-9034000;-64729000;;-73763000;;;1167000;-107000;-143707000
HLGN;15539331;USD;2023;FY;2023-12-31;2024-03-26;2024-03-26;5822389;5822389;-129598000;2142000;51402000;4410000;;;;;-71644000;-1257000;87911000;;86654000;;;1359000;1331000;16341000
HLI;65213;USD;2018;FY;2019-03-31;2019-05-24;2021-05-21;62213414;65846132;159106000;14475000;46443000;4250000;;;;;224274000;-6726000;84491000;-71407000;6459000;-66928000;-1475000;-69563000;-236138000;-14108000
HLI;65213;USD;2019;FY;2020-03-31;2020-05-15;2022-05-27;62152870;65725516;183793000;17291000;82923000;3662000;;;;;287669000;-20722000;-10055000;-2197000;-33144000;-80655000;-10735000;-29641000;-152139000;94631000
HLI;65213;USD;2020;FY;2021-03-31;2021-05-21;2023-05-25;65680516;68596503;312771000;15228000;71609000;180229000;;;;;579837000;-14148000;-73130000;-12470000;-99748000;-92006000;-4176000;86836000;-26823000;466478000
HLI;65213;USD;2021;FY;2022-03-31;2022-05-27;2024-05-21;64970287;68259708;438324000;48537000;67365000;182378000;;;;;736604000;-8680000;95762000;-360996000;-273914000;-114806000;-280000;-304793000;-459060000;-13154000
HLI;65213;USD;2022;FY;2023-03-31;2023-05-25;2024-05-21;63358408;67586263;254223000;58221000;192339000;-368510000;;;;;136273000;-50731000;68154000;-20427000;-3004000;-140384000;-3027000;-48659000;-240462000;-119258000
HLIO;126033;USD;2019;FY;2019-12-31;2020-02-25;2022-03-01;32015000;32015000;60268000;35215000;7124000;-12127000;;;;;90480000;-24829000;;;-22351000;-11525000;-52264000;1650000;-71743000;-1353000
HLIO;126033;USD;2020;FY;2020-12-31;2021-03-02;2023-02-28;32088000;32088000;14200000;39700000;43600000;11100000;;;;;108600000;-14500000;;-217000000;-235900000;-11600000;151700000;1300000;137700000;3100000
HLIO;126033;USD;2021;FY;2021-12-31;2022-03-01;2024-02-27;32385000;32385000;104600000;54400000;4000000;-49900000;;;;;113100000;-26600000;;-61100000;-90300000;-11600000;-9800000;1800000;-22600000;3200000
HLIO;126033;USD;2022;FY;2022-12-31;2023-02-28;2024-02-27;32500000;32600000;98400000;51600000;600000;-40700000;;;;;109900000;-24700000;;-67300000;-90800000;-11700000;8000000;2100000;-6900000;15200000
HLIO;126033;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;32900000;33000000;37500000;63800000;4600000;-22000000;;;;;83900000;-34000000;;-114200000;-153900000;-11800000;75700000;2000000;57900000;-11300000
HLIT;6767601;USD;2019;FY;2019-12-31;2020-03-02;2022-02-28;89575000;89575000;-5924000;19606000;40063000;-22450000;;;;;31295000;-10328000;;;-10328000;;3668000;8406000;6305000;27069000
HLIT;6767601;USD;2020;FY;2020-12-31;2021-03-02;2023-02-28;96971000;96971000;-29271000;15707000;38414000;14313000;;;;;39163000;-32205000;;;-32205000;;-5247000;5472000;-2109000;5587000
HLIT;6767601;USD;2021;FY;2021-12-31;2022-02-28;2024-02-16;101484000;106171000;13254000;13053000;28565000;-13855000;;;;;41017000;-12975000;;;-12975000;;-2308000;12311000;7939000;34786000
HLIT;6767601;USD;2022;FY;2022-12-31;2023-02-28;2025-02-14;105080000;112378000;28182000;12260000;32457000;-67423000;;;;;5476000;-9250000;7962000;;-1288000;;-38791000;1959000;-43133000;-43845000
HLIT;6767601;USD;2023;FY;2023-12-31;2024-02-16;2025-02-14;111651000;117359000;83994000;12255000;-54758000;-34432000;;;;;7059000;-8475000;0;;-8475000;;-1030000;6558000;-4990000;-5317000
HLLY;11819412;USD;2020;FY;2020-12-31;2021-03-08;2023-03-15;67673884;67673884;32857000;18968000;15872000;20716000;;;;;88413000;-8785000;;-156833000;-165618000;;145354000;;140544000;63339000
HLLY;11819412;USD;2021;FY;2021-12-31;2022-03-15;2024-03-14;89959993;89959993;-27139000;25526000;67477000;-44281000;;;;;21583000;-14869000;;-119220000;-134089000;;-32529000;;77157000;-35349000
HLLY;11819412;USD;2022;FY;2022-12-31;2023-03-15;2024-03-14;116762928;117248296;73774000;24790000;-29945000;-56307000;;;;;12312000;-12702000;;-12335000;-25037000;;3517000;383000;2850000;-10175000
HLLY;11819412;USD;2023;FY;2023-12-31;2024-03-14;2024-03-14;117378854;118510800;19180000;24865000;19206000;24841000;;;;;88092000;-4453000;;;-4453000;;-66038000;;-69008000;14931000
HLNE;6481050;USD;2018;FY;2019-03-31;2019-05-30;2021-05-27;23836401;24298795;98997000;2979000;14201000;-4555000;;;;;111622000;;22531000;;-212717000;-69325000;180241000;-5125000;103294000;2207000
HLNE;6481050;USD;2019;FY;2020-03-31;2020-05-28;2022-05-26;28088578;28438772;126776000;3291000;6229000;-19923000;;;;;116373000;-4172000;2452000;;-197022000;-76435000;166387000;-4639000;82413000;1620000
HLNE;6481050;USD;2020;FY;2021-03-31;2021-05-27;2023-05-25;33152318;33362365;168785000;4134000;-11761000;27000000;;;;;188158000;-1000000;-366500000;;-895120000;-74044000;561933000;-4577000;743999000;37167000
HLNE;6481050;USD;2021;FY;2022-03-31;2022-05-26;2024-05-23;36511507;53674293;247253000;5495000;-103628000;-26414000;;;;;122706000;-82359000;-6374000;-10096000;-97503000;-97341000;81918000;-3486000;-39383000;-14180000
HLNE;6481050;USD;2022;FY;2023-03-31;2023-05-25;2024-05-23;37059654;53698681;187185000;7443000;38336000;-22356000;;;;;210608000;-48433000;255407000;-1500000;150207000;-135853000;85872000;-2325000;-320460000;40355000
HLT;740329;USD;2019;FY;2019-12-31;2020-02-11;2022-02-16;287000000;290000000;886000000;346000000;10000000;142000000;;;;;1384000000;39000000;;;-123000000;-172000000;653000000;-1538000000;-1113000000;146000000
HLT;740329;USD;2020;FY;2020-12-31;2021-02-17;2023-02-09;277000000;279000000;-720000000;331000000;191000000;906000000;;;;;708000000;-46000000;;;-107000000;-42000000;2469000000;-296000000;2032000000;2633000000
HLT;740329;USD;2021;FY;2021-12-31;2022-02-16;2024-02-07;279000000;281000000;407000000;188000000;320000000;-528000000;;;;;387000000;-29000000;;;-330000000;;-1720000000;52000000;-1798000000;-1751000000
HLT;740329;USD;2022;FY;2022-12-31;2023-02-09;2025-02-06;279000000;281000000;1257000000;162000000;245000000;98000000;;;;;1762000000;-39000000;;-53000000;-283000000;-123000000;-25000000;-1561000000;-1686000000;-226000000
HLT;740329;USD;2023;FY;2023-12-31;2024-02-07;2025-02-06;262000000;264000000;1151000000;147000000;110000000;771000000;;;;;2179000000;-146000000;;-15000000;-512000000;-158000000;426000000;-2287000000;-2066000000;-411000000
HLTH;12444622;USD;2020;FY;2020-12-31;2021-03-29;2023-03-16;31554720;39304978;-47352000;6282000;5759000;127966000;;;;;92655000;-78148000;1291593;;-78148000;;2731455;101079000;103078000;117585000
HLTH;12444622;USD;2021;FY;2021-12-31;2022-03-29;2024-03-13;52815449;59635384;86418000;32826000;117074000;-251985000;;;;;-9446049;-115717000;-53081;;-115717000;;235569000;230509000;418661222;334694000
HLTH;12444622;USD;2022;FY;2022-12-31;2023-03-16;2024-03-13;148024749;148024749;-194056000;44956115;67724000;-30746188;;;;;-111718563;-63031000;;;-63031000;;-2851053;0;-6437068;-172472000
HLTH;12444622;USD;2023;FY;2023-12-31;2024-03-13;2024-03-13;152877306;152877306;-373464000;56278000;141661000;37655000;;;;;-137870000;-19799000;;;-19799000;;-2108296;0;-3032385;-157556000
HLVX;11795300;USD;2021;FY;2021-12-31;2022-03-17;2023-03-17;30191459;30191459;-102408000;3000;83834000;11276000;;;;;-7295000;-45000;;;-2808000;;135000000;1000;134212000;124109000
HLVX;11795300;USD;2022;FY;2022-12-31;2023-03-17;2024-03-20;27147314;27147314;-159809000;1000;102115000;-4296000;;;;;-61989000;-4014000;;;-6514000;;14665000;230006000;224969000;156466000
HLVX;11795300;USD;2023;FY;2023-12-31;2024-03-20;2024-03-20;40598482;40598482;-123566000;879000;13061000;22843000;;;;;-86783000;-10748000;-83890000;;-94638000;;9800000;108898000;118698000;-62723000
HLX;6767771;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;147536000;149577000;57697000;112720000;19383000;-20131000;;;;;169669000;-138304000;;-4081000;-142385000;;-43014000;462000;-45818000;-16898000
HLX;6767771;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;148993000;149897000;20084000;133709000;7905000;-62898000;;;;;98800000;-19281000;;;-19281000;;-29564000;622000;-52578000;28759000
HLX;6767771;USD;2021;FY;2021-12-31;2022-02-24;2024-02-29;150056000;150056000;-61684000;141514000;-1314000;64454000;;;;;142970000;-8271000;;;-11124000;;-90958000;654000;-95997000;35807000
HLX;6767771;USD;2022;FY;2022-12-31;2023-02-24;2024-02-29;151276000;151276000;-87784000;142686000;43559000;-47586000;;;;;50875000;-33504000;;-112625000;-138056000;;-42937000;575000;-44844000;-138016000
HLX;6767771;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;150917000;150917000000;-10838000;164116000;108010000;-118061000;;;;;143227000;-19223000;;;-9429000;;29098000;-11006000;25109000;143080000
HMC;1239537;USD;2018;FY;2019-03-31;2019-03-20;2021-06-23;1719961835;1719961835;8834607133;6510163926;-4460372699;-3884475838;;;;;6999922522;-3608290345;61683260;;-5209926252;-1752452291;-90088258120;-582337611;206789568;2143606072
HMC;1239537;USD;2019;FY;2020-03-31;2020-03-20;2022-06-22;1719961835;1719961835;7266126562;6437876918;-3151554237;946626212;;;;;11499075456;-5732869895;-154775363;-162180223;-8188192557;-1810235210;2428582380;-884103441;-804057369;1639481907
HMC;1239537;USD;2020;FY;2021-03-31;2021-03-24;2023-06-23;1719961835;1719961835;8619596958;5886626471;-2644695467;-225199846;;;;;11636328116;-4462495121;-1476440028;-1023324471;-9038358717;-1368210949;-912209786;1452233;-2677955374;807847042
HMC;1239537;USD;2021;FY;2022-03-31;2022-03-23;2024-06-20;1719961835;1719961835;9524640316;5438431760;-5080226466;3538478770;;;;;13421324381;-617968211;409949618;;-1819648717;-1676768877;-2770759955;-553399055;-5479861040;8160464475
HMC;1239537;USD;2022;FY;2023-03-31;2023-06-23;2024-06-20;1719961835;1719961835;6498118093;5331313728;-1807717476;32831725;;;;;10054546071;2284538450;-285851739;-170556529;664982814;-1577127057;-7734265072;-1157104082;-10848055783;946261458
HMHC;651625;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;124152984;124152984;-200175000;250970000;41756000;155989000;;;;;254975000;-36832000;;-5447000;-96320000;;-107320000;1028000;-115667000;42988000
HMHC;651625;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;125455487;125455487;-470690000;214429000;281075000;81671000;;;;;115248000;-50940000;;;-112271000;;-19000000;918000;-18130000;-15153000
HMHC;651625;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;127674513;131652417;2060000;194433000;43300000;23996000;;;;;267669000;-34093000;;340593000;249643000;;-342031000;410000;-335381000;181931000
HMPT;10656558;USD;2019;FY;2019-12-31;2020-03-11;2021-03-12;138860111;138860111;-29210000;5918000;-1178046000;-5355000;;;;;-1206693000;-5690000;;-4923000;-10608000;;1219640000;;1216788000;-513000
HMPT;10656558;USD;2020;FY;2020-12-31;2021-03-12;2022-03-17;138860111;138860111;607003000;5531000;-1726914000;-220853000;;;;;-1335233000;-14398000;;;-14398000;;1555832000;;1464794000;115163000
HMPT;10656558;USD;2021;FY;2021-12-31;2022-03-17;2023-03-09;139198000;139996000;166272000;10127000;97460524000;-99993071000;;;;;-2356148000;-10309000;261966000;;208601000;-26497000;2496642000;;2158444000;10897000
HMPT;10656558;USD;2022;FY;2022-12-31;2023-03-09;2023-03-09;139200000;140000000;-163454000;10700000;32466338000;-28659081000;;;;;3654503000;-555000;757253000;2420000;771766000;-11126000;-4510427000;-3774000;-4525467000;-99198000
