Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
FSS;968229;USD;2022;FY;2022-12-31;2023-03-01;2024-02-27;60500000;61200000;1434800000;-1089900000;344900000;-184600000;-171700000;;-12900000;160300000;-9900000;-10300000;150400000;500000;150900000;-30500000;120400000;;120400000;120400000
FSS;968229;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;60700000;61500000;1722700000;-1272500000;450200000;-225300000;-210100000;;-15200000;224900000;-21500000;-19700000;203400000;-400000;203000000;-45600000;157400000;;157400000;157400000
FSTR;9075984;USD;2019;FY;2019-12-31;2020-02-27;2021-03-03;10410000;10644000;616428000;-495490000;120938000;-88969000;-82524000;;-6445000;31969000;-7830000;-4911000;24139000;;24139000;23835000;47974000;-5406000;42568000;42568000
FSTR;9075984;USD;2020;FY;2020-12-31;2021-03-03;2022-03-02;10540000;10671000;497411000;-402405000;95006000;-79373000;-73644000;;-5729000;15633000;-1651000;-3761000;13982000;;13982000;17579000;31561000;-23979000;7582000;7582000
FSTR;9075984;USD;2021;FY;2021-12-31;2022-03-02;2023-03-10;10623000;10623000;513620000;-427318000;86302000;-81831000;-75995000;;-5836000;4471000;119000;-2956000;4590000;;4590000;-1119000;3471000;72000;3626000;3626000
FSTR;9075984;USD;2022;FY;2022-12-31;2023-03-10;2024-03-06;10720000;10720000;497497000;-407886000;89611000;-88801000;-82657000;;-6144000;810000;-1790000;-3340000;-980000;-8016000;-8996000;-36681000;-45677000;;-45564000;-45564000
FSTR;9075984;USD;2023;FY;2023-12-31;2024-03-06;2024-03-06;10762000;10985000;543744000;-430934000;112810000;-102672000;-97358000;;-5314000;10138000;-9194000;-5528000;944000;;944000;355000;1299000;;1464000;1464000
FSTX;10656668;USD;2019;FY;2019-12-31;2020-02-14;2021-03-30;2267605;2267605;28321000;;;-46666000;-15280000;-31386000;;-18345000;197000;;-18148000;-5602000;-23750000;737000;-23013000;;-23013000;-23013000
FSTX;10656668;USD;2020;FY;2020-12-31;2021-03-30;2022-03-15;2643175;2643175;11256000;;;-33641000;-19513000;-14128000;;-22385000;-849000;-1001000;-23234000;-2386000;-25620000;1000;-25619000;;-25619000;-25619000
FSTX;10656668;USD;2021;FY;2021-12-31;2022-03-15;2022-03-15;16647481;16647481;21167000;;;-51881000;-23131000;-28750000;;-30714000;396000;-844000;-30318000;-1337000;-31655000;372000;-31283000;;-31283000;-31283000
FTAI;11794988;USD;2019;FY;2019-12-31;2020-02-28;2022-02-28;85992019;86029363;578774000;;;-609144000;-16905000;;-169023000;-30370000;1601000;531000;-28769000;180901000;152132000;-17810000;134322000;73462000;207784000;223270000
FTAI;11794988;USD;2020;FY;2020-12-31;2021-02-26;2023-02-27;86015702;86015702;297934000;;;-200959000;-14106000;;-141286000;96975000;-89280000;-87442000;7695000;-51089000;-43394000;4343000;-39051000;-48119000;-87170000;-105039000
FTAI;11794988;USD;2021;FY;2021-12-31;2022-02-28;2024-02-26;89922088;89922088;335583000;-14308000;321275000;-221487000;-13448000;;-147740000;99788000;-156910000;-155017000;-57122000;17387000;-39735000;-3126000;-42861000;-61373000;-104234000;-128992000
FTAI;11794988;USD;2022;FY;2022-12-31;2023-02-27;2024-02-26;99421008;99421008;708411000;-248385000;460026000;-302907000;-14164000;;-152917000;157119000;-169356000;-169194000;-12237000;-93074000;-105311000;-5300000;-110611000;-82599000;-193210000;-220374000
FTCH;1242699;USD;2019;FY;2019-12-31;2020-03-11;2022-03-04;318843240;318843240;1021037000;-561191000;459846000;-889421000;-889421000;;;-429575000;15516000;15150000;-414059000;21721000;-392338000;-1162000;-393500000;;-405109000;-405109000
FTCH;1242699;USD;2020;FY;2020-12-31;2021-03-04;2023-03-08;343829481;343829481;1673922000;-902994000;770928000;-1351483000;-1351483000;;;-580555000;-66669000;-66595000;-647224000;-2682833000;-3330057000;14434000;-3315623000;;-3333171000;-3333171000
FTCH;1242699;USD;2021;FY;2021-12-31;2022-03-04;2023-03-08;364696712;472357995;2256608000;-1240097000;1016511000;-1480968000;-1480968000;;;-464457000;-73894000;-73842000;-538351000;2011964000;1473613000;-3002000;1470611000;;1466487000;1466487000
FTCH;1242699;USD;2022;FY;2022-12-31;2023-03-08;2023-03-08;364696712;472357995;2316680000;-1293505000;1023175000;-1733603000;-1733603000;;;-710428000;-110120000;-110188000;-820548000;1161880000;341332000;3523000;344855000;;359287000;359287000
FTCI;10656540;USD;2020;FY;2020-12-31;2021-03-21;2023-02-28;8216355;8216355;187352000;-183713000;3639000;-20565000;-15343000;-5222000;;-16926000;1035000;-364000;-15891000;-116000;-16007000;83000;-15924000;;-15924000;-15924000
FTCI;10656540;USD;2021;FY;2021-12-31;2022-03-21;2024-03-15;8604305;8604305;270525000;-303070000;-32545000;-94259000;-82719000;-11540000;;-126804000;-881000;-814000;-127685000;21265000;-106420000;-169000;-106589000;;-106589000;-106589000
FTCI;10656540;USD;2022;FY;2022-12-31;2023-02-28;2024-03-15;10140826;10140826;123066000;-150294000;-27228000;-72344000;-62395000;-9949000;;-99572000;-1351000;-978000;-100923000;1745000;-99178000;-435000;-99613000;;-99613000;-99613000
FTCI;10656540;USD;2023;FY;2023-12-31;2024-03-15;2024-03-15;11554615;11554615;127002000;-118695000;8307000;-59084000;-51918000;-7166000;;-50777000;-510000;-253000;-51287000;659000;-50628000;338000;-50290000;;-50290000;-50290000
FTCO;12444261;USD;2019;FY;2019-12-31;2020-03-23;2021-03-24;23931208;23931208;15065000;-10664000;4401000;-7225000;-2375000;-932000;-3884000;-2824000;-168000;;-2992000;;-2992000;;-2992000;;-2992000;-2992000
FTCO;12444261;USD;2020;FY;2020-12-31;2021-03-24;2022-12-15;23931208;23931208;53967000;-27495000;26472000;-15819000;-2882000;-2648000;-10241000;10653000;-233000;;10420000;;10420000;-203000;10217000;;10217000;10217000
FTCO;12444261;USD;2021;FY;2021-12-31;2022-03-01;2023-02-28;23875631;24108365;82109000;-26661000;55448000;-31723000;-11443000;-5396000;-14728000;23725000;-190000;;23535000;;23535000;-5669000;17866000;;17866000;17866000
FTCO;12444261;USD;2022;FY;2022-12-31;2023-02-28;2024-02-27;24017381;24196847;74379000;-25443000;48936000;-30919000;-5787000;-11591000;-13294000;18017000;-55000;;17962000;;17962000;;17962000;-3278000;14684000;14684000
FTCO;12444261;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;24079483;24206399;73073000;-19997000;53076000;-34065000;-5003000;-17217000;-11557000;19011000;1961000;;20972000;;20972000;;20972000;-3955000;17017000;17017000
FTDR;952705;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;80500000;80900000;1780000000;-895000000;885000000;-618000000;-581000000;;-37000000;267000000;-24000000;-40000000;243000000;-16000000;227000000;-57000000;170000000;;170000000;170000000
FTEK;144208;USD;2019;FY;2019-12-31;2020-03-12;2021-03-15;24202000;24202000;30467000;-19637000;10830000;-18318000;-17191000;-1127000;;-7488000;403000;41000;-7085000;-752000;-7837000;-14000;-7851000;-1000;-7852000;-7852000
FTEK;144208;USD;2020;FY;2020-12-31;2021-03-15;2022-03-08;24691000;24691000;22550000;-11912000;10638000;-14777000;-13600000;-1177000;;-4139000;115000;-4000;-4024000;-197000;-4221000;-57000;-4278000;;-4278000;-4278000
FTEK;144208;USD;2021;FY;2021-12-31;2022-03-08;2023-03-07;30264000;30335000;24261000;-12363000;11898000;-13387000;-12055000;-1332000;;-1489000;1557000;-13000;68000;;68000;-14000;54000;;54000;54000
FTEK;144208;USD;2022;FY;2022-12-31;2023-03-07;2024-03-11;30289000;30289000;26941000;-15298000;11643000;-13170000;-12275000;-895000;;-1527000;139000;185000;-1388000;;-1388000;-54000;-1442000;;-1442000;-1442000
FTEK;144208;USD;2023;FY;2023-12-31;2024-03-11;2024-03-11;30348000;30348000;27081000;-15425000;11656000;-14314000;-12803000;-1511000;;-2658000;1189000;1279000;-1469000;;-1469000;-69000;-1538000;;-1538000;-1538000
FTI;637893;USD;2019;FY;2019-12-31;2020-03-03;2022-02-28;602112000;602112000;6950200000;-5892100000;1058100000;-945200000;-795700000;-149500000;;112900000;-213100000;-91300000;-100200000;-2470900000;-2571100000;-79000000;-2650100000;238000000;-2415200000;-2415200000
FTI;637893;USD;2020;FY;2020-12-31;2021-03-05;2023-02-24;448700000;448700000;6530600000;-5835800000;694800000;-799400000;-724100000;-75300000;;-104600000;7900000;-81800000;-96700000;-3402000000;-3498700000;-19400000;-3518100000;280200000;-3287600000;-3287600000
FTI;637893;USD;2021;FY;2021-12-31;2022-02-28;2024-02-27;450700000;450700000;6403500000;-5579600000;823900000;-723300000;-644900000;-78400000;;100600000;226100000;-143300000;326700000;-128600000;198100000;-111100000;87000000;-72600000;13300000;13300000
FTI;637893;USD;2022;FY;2022-12-31;2023-02-24;2024-02-27;449500000;449500000;6700400000;-5804100000;896300000;-683800000;-616800000;-67000000;;212500000;-98600000;-120900000;113900000;-45000000;68900000;-105400000;-36500000;-45300000;-107200000;-107200000
FTI;637893;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;438600000;452300000;7824200000;-6550100000;1274100000;-744900000;-675900000;-69000000;;529200000;-302600000;-88700000;226600000;-20000000;206600000;-154700000;51900000;;56200000;56200000
FTII;12444301;USD;2021;FY;2021-12-31;2022-03-31;2023-03-31;14476900;14476900;;;;-438;-438;;;-438;;;-438;;-438;;-438;;-438;-438
FTII;12444301;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;10109890;10109890;;;;-666311;-366311;;;-666311;1676585;1676585;1010274;;1010274;-310259;700015;;700015;700015
FTK;1145423;USD;2019;FY;2019-12-31;2020-03-06;2021-03-16;9793625;9793625;119353000;-148100000;-28747000;-45303000;-27975000;-8863000;-8465000;-74050000;-311000;-2019000;-74361000;-1450000;-75811000;-262000;-76073000;42158000;-33915000;-33915000
FTK;1145423;USD;2020;FY;2020-12-31;2021-03-16;2022-03-31;11387610;11387610;53141000;-81814000;-28673000;-33388000;-22763000;-7213000;-3412000;-62061000;1019000;-60000;-61042000;-81587000;-142629000;6179000;-136450000;;-136450000;-136450000
FTK;1145423;USD;2021;FY;2021-12-31;2022-03-31;2023-03-23;11387610;11387610;43268000;-40012000;3256000;-26714000;-20166000;-5537000;-1011000;-23458000;9000;-78000;-23449000;-7117000;-30566000;40000;-30526000;;-30526000;-30526000
FTK;1145423;USD;2022;FY;2022-12-31;2023-03-23;2024-03-15;12406647;12406647;136092000;-142792000;-6700000;-32296000;-27124000;-4438000;-734000;-38996000;-6906000;-7051000;-45902000;3575000;-42327000;22000;-42305000;;-42305000;-42305000
FTK;1145423;USD;2023;FY;2023-12-31;2024-03-15;2024-03-15;24830000;28377000;188058000;-163795000;24263000;-31093000;-27873000;-2486000;-734000;-6830000;-2883000;-2857000;-9713000;34575000;24862000;-149000;24713000;;24713000;24713000
FTLF;1340516;USD;2019;FY;2019-12-31;2020-03-30;2021-03-26;4207008;4505212;19497000;-11436000;8061000;-5480000;-5428000;;-52000;2581000;-47000;-47000;2534000;171000;2705000;-7000;2698000;;2698000;2635000
FTLF;1340516;USD;2020;FY;2020-12-31;2021-03-26;2022-10-13;4306604;4698664;22111000;-12574000;9537000;-5191000;-5153000;;-38000;4346000;-6000;-6000;4340000;70000;4410000;4415000;8825000;;8825000;8825000
FTLF;1340516;USD;2021;FY;2021-12-31;2022-10-13;2023-03-24;4406614;4801370;27913000;-15409000;12504000;-6274000;-6215000;;-59000;6230000;25000;25000;6255000;453000;6708000;-1298000;5410000;;5410000;5410000
FTLF;1340516;USD;2022;FY;2022-12-31;2023-03-24;2024-03-29;4553;4975;28803000;-16769000;12034000;-6076000;-6010000;;-66000;5958000;121000;121000;6079000;-257000;5822000;-1393000;4429000;;4429000;4429000
FTLF;1340516;USD;2023;FY;2023-12-31;2024-03-29;2024-03-29;4490;4905;52700000;-31268000;21432000;-12255000;-12161000;;-94000;9177000;-547000;-736000;8630000;-1627000;7003000;-1707000;5296000;;5296000;5296000
FTNT;130256;USD;2019;FY;2019-12-31;2020-02-26;2022-02-25;855000000;875000000;2163000000;-505900000;1657100000;-1306100000;-1029000000;-277100000;;351000000;35000000;42500000;386000000;;386000000;-54300000;331700000;;331700000;331700000
FTNT;130256;USD;2020;FY;2020-12-31;2021-02-19;2023-02-24;821000000;838500000;2594400000;-570000000;2024400000;-1532800000;-1191400000;-341400000;;491600000;9900000;17700000;501500000;40200000;541700000;-53200000;488500000;;488500000;488500000
FTNT;130256;USD;2021;FY;2021-12-31;2022-02-25;2024-02-26;817500000;838500000;3342200000;-783000000;2559200000;-1913400000;-1489200000;-424200000;;645800000;-22000000;-10400000;623800000;4600000;628400000;-14100000;606700000;;606800000;606800000
FTNT;130256;USD;2022;FY;2022-12-31;2023-02-24;2024-02-26;816000000;835500000;4417400000;-1084900000;3332500000;-2367500000;-1855100000;-512400000;;965000000;-14100000;-600000;950900000;4600000;955500000;-30800000;856600000;;857300000;857300000
FTNT;130256;USD;2023;FY;2023-12-31;2024-02-26;2024-02-26;778600000;788200000;5304800000;-1237200000;4067600000;-2831100000;-2217300000;-613800000;;1236500000;92600000;98700000;1329100000;4600000;1333700000;-143800000;1147800000;;1147800000;1147800000
FTPAU;11817896;USD;2021;FY;2021-12-31;2022-03-17;2022-03-17;25690000;25690000;;;;-1134293;-1134293;;;-1134293;19865;19865;-1114428;930725;-183703;;-183703;;-183703;-183703
FTRE;15112463;USD;2022;FY;2022-12-31;2023-03-14;2024-03-13;88800000;88800000;3096100000;-2447400000;648700000;-372500000;-279800000;;-92700000;276200000;1100000;-200000;277300000;-40300000;237000000;-44100000;192900000;;192900000;192900000
FTRE;15112463;USD;2023;FY;2023-12-31;2024-03-13;2024-03-13;88800000;88800000;3109000000;-2588600000;520400000;-433000000;-336600000;;-96400000;87400000;-62000000;-69800000;25400000;-24300000;1100000;-4500000;-3400000;;-3400000;-3400000
FTV;378151;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;401281000;406300000;4563900000;-2080699999;2483200001;-2039300000;-1719000000;-320300000;;443900001;-148000000;-142600000;295900001;40800000;336700001;-68600000;268100001;470800000;738900001;669900001
FTV;378151;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;337400000;359000000;4634400000;-2025900000;2608500000;-2069100000;-1748400000;-320700000;;539400000;-150900000;-148500000;388500000;1119200000;1507700000;-55500000;1452200000;161100000;1613300000;1544300000
FTV;378151;USD;2021;FY;2021-12-31;2022-03-01;2024-02-27;358900000;362200000;5254700000;-2247600000;3007100000;-2228800000;-1839500000;-389300000;;778300000;-117300000;-103200000;661000000;-18000000;643000000;-63300000;579700000;-5800000;573900000;573900000
FTV;378151;USD;2022;FY;2022-12-31;2023-02-28;2024-02-27;349000000;352300000;5825700000;-2462300000;3363400000;-2358100000;-1956600000;-401500000;;1005300000;-113900000;-98300000;891400000;-17900000;873500000;-118300000;755200000;;755200000;755200000
FTV;378151;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;352500000;355600000;6065300000;-2471200000;3594100000;-2460400000;-2062600000;-397800000;;1133700000;-142900000;-123500000;990800000;;990800000;-125000000;865800000;;865800000;865800000
FUBO;11819690;USD;2020;FY;2020-12-31;2021-03-25;2023-02-27;44492975;44492975;217746000;;;-448719000;-170318000;-30189000;-43972000;-230973000;-19500000;-18637000;-250473000;-358579000;-609052000;9660000;-599392000;;-599392000;-599392000
FUBO;11819690;USD;2021;FY;2021-12-31;2022-03-01;2024-03-05;137498077;137498077;638370000;;;-966647000;-280322000;-55418000;-37666000;-328277000;-13541000;-13451000;-341818000;-12649000;-354467000;2681000;-351786000;-31177000;-382963000;-382963000
FUBO;11819690;USD;2022;FY;2022-12-31;2023-02-27;2024-03-05;182472069;182472069;1008696000;;;-1420553000;-338143000;-69264000;-36731000;-411857000;-10677000;-11696000;-422534000;-4177000;-426711000;1666000;-425045000;-136874000;-561919000;-561919000
FUL;256748;USD;2019;FY;2019-11-30;2020-01-24;2022-01-25;50920000;51983000;2897000000;-2090078000;806922000;-580928000;-580928000;;;225994000;-53166000;-91109000;172828000;;172828000;-49408000;130844000;;130817000;130817000
FUL;256748;USD;2020;FY;2020-11-30;2021-01-26;2023-01-24;52039000;52520000;2790269000;-2033620000;756649000;-538332000;-538332000;;;218317000;-59961000;-75359000;158356000;;158356000;-41921000;123788000;;123719000;123719000
FUL;256748;USD;2021;FY;2021-11-30;2022-01-25;2024-01-24;52887000;54315000;3278031000;-2432709000;845322000;-592710000;-592710000;;;252612000;-35761000;-68616000;216851000;;216851000;-63033000;161475000;;161393000;161393000
FUL;256748;USD;2022;FY;2022-11-30;2023-01-24;2025-01-23;53580000;55269000;3749183000;-2785484000;963699000;-640981000;-640981000;;;322718000;-65125000;-83742000;257593000;;257593000;-77186000;180407000;;180313000;180313000
FUL;256748;USD;2023;FY;2023-11-30;2024-01-24;2025-01-23;54332000;55958000;3510934000;-2502037000;1008897000;-653760000;-653760000;;;355137000;-116620000;-130659000;238517000;;238517000;-93529000;144988000;;144906000;144906000
FULC;12442272;USD;2019;FY;2019-12-31;2020-03-05;2023-06-23;11046000;11046000;;;;-84217000;-13145000;-71072000;;-84217000;1540000;;-82677000;;-82677000;;-82677000;;-82677000;-89805000
FULC;12442272;USD;2020;FY;2020-12-31;2021-03-04;2023-06-26;25354000;25354000;8823000;;;-80434000;-21392000;-59042000;;-71611000;792000;;-70819000;;-70819000;;-70819000;;-70819000;-70819000
FULC;12442272;USD;2021;FY;2021-12-31;2022-03-03;2023-06-26;35361000;35361000;19163000;;;-100217000;-30516000;-69701000;;-81054000;207000;;-80847000;;-80847000;;-80847000;;-80847000;-80847000
FULC;12442272;USD;2022;FY;2022-12-31;2023-03-09;2024-02-27;44991000;44991000;6342000;;;-118476000;-41694000;-76782000;;-112134000;2690000;;-109444000;-427000;-109871000;;-109871000;;-109871000;-109871000
FULC;12442272;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;61310;61310;2805000;;;-113469000;-41668000;-71801000;;-110664000;13329000;;-97335000;;-97335000;;-97335000;;-97335000;-97335000
FUN;11795018;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;56666000;56666000;1474925000;-126264000;1348661000;-1034908000;-222252000;;-170456000;313753000;-77753000;-100364000;236000000;-20846000;215154000;-42789000;172365000;;172365000;172363000
FUN;11795018;USD;2020;FY;2020-12-31;2021-02-19;2023-02-17;56706000;56706000;181555000;-27991000;153564000;-613449000;-108118000;;-157549000;-459885000;-138039000;-150669000;-597924000;-130234000;-728158000;137915000;-590243000;;-590243000;-590237000
FUN;11795018;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;56854000;56854000;1338219000;-112466000;1225753000;-1066803000;-219758000;;-148803000;158950000;-189909000;-184032000;-30959000;2476000;-28483000;-20035000;-48518000;;-48518000;-48518000
FUN;11795018;USD;2022;FY;2022-12-31;2023-02-17;2024-02-16;52563000;56452294;1817383000;-164246000;1653137000;-1278170000;-260592000;;-153274000;374967000;-172116000;-151940000;202851000;168806000;371657000;-63989000;307668000;;307668000;307668000
FUN;11795018;USD;2023;FY;2023-12-31;2024-02-16;2024-02-16;51645000;51645000;1798668000;-159830000;1638838000;-1314607000;-296458000;;-157995000;324231000;-133562000;-141770000;190669000;-18067000;172602000;-48043000;124559000;;124559000;124559000
FUSN;15296767;USD;2019;FY;2019-12-31;2020-03-24;2021-03-25;41789549;;;;;-18024855;-7588000;-10632000;;-18003463;850000;576000;-15924971;1432000;-15938000;-251000;-16189000;;-16189000;-16189000
FUSN;15296767;USD;2020;FY;2020-12-31;2021-03-25;2022-03-17;41789549;;;;;-37935000;-20744000;-17191000;;-37935000;1334000;327000;-75583461;-39121000;-75722000;-2611000;-78333000;;-78333000;-79715000
FUSN;15296767;USD;2021;FY;2021-12-31;2022-03-17;2023-03-16;42598843;42598843;1440000;;;-83455000;-27098000;-56357000;;-82015000;850000;381000;-81165000;;-81165000;118000;-81047000;;-81047000;-81047000
FUSN;15296767;USD;2022;FY;2022-12-31;2023-03-16;2024-03-20;43748549;43748549;1461000;;;-89495000;-30600000;-58895000;;-88034000;-1415000;360000;-89449000;;-89449000;1837000;-87612000;;-87612000;-87612000
